,track.name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_number_inlist,minutestamp,original_playlist,PC0,PC1
58,The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,0.748,0.909,5,-8.322,0,0.0505,0.0576,0.89,0.0945,0.0617,130.0,audio_features,6X6Ow0iioCrYQSK1QDHQbC,spotify:track:6X6Ow0iioCrYQSK1QDHQbC,https://api.spotify.com/v1/tracks/6X6Ow0iioCrYQSK1QDHQbC,https://api.spotify.com/v1/audio-analysis/6X6Ow0iioCrYQSK1QDHQbC,489480,4,59,220.85826666666668,PCP_Marathon,0.20340964258483726,-1.3417118273442163
59,Hello (feat. Dragonette),0.666,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,audio_features,3sl4dcqSwxHVnLfqwF2jly,spotify:track:3sl4dcqSwxHVnLfqwF2jly,https://api.spotify.com/v1/tracks/3sl4dcqSwxHVnLfqwF2jly,https://api.spotify.com/v1/audio-analysis/3sl4dcqSwxHVnLfqwF2jly,191388,4,60,224.04806666666667,PCP_Marathon,-1.6026302332226208,-1.1424769710818428
60,Blue Monday '88,0.681,0.893,7,-8.485,1,0.0378,6.47e-05,0.383,0.0626,0.951,130.475,audio_features,31MOjWj3CT3dCQsMV2b8Wu,spotify:track:31MOjWj3CT3dCQsMV2b8Wu,https://api.spotify.com/v1/tracks/31MOjWj3CT3dCQsMV2b8Wu,https://api.spotify.com/v1/audio-analysis/31MOjWj3CT3dCQsMV2b8Wu,244720,4,61,228.12673333333333,PCP_Marathon,-1.2091164157900758,-1.149166715872243
61,When Doves Cry,0.729,0.989,9,-4.613,0,0.049,0.0102,4.43e-05,0.443,0.841,126.468,audio_features,4zTFmLbbXXvCORaBfF3RuN,spotify:track:4zTFmLbbXXvCORaBfF3RuN,https://api.spotify.com/v1/tracks/4zTFmLbbXXvCORaBfF3RuN,https://api.spotify.com/v1/audio-analysis/4zTFmLbbXXvCORaBfF3RuN,352906,4,62,234.0085,PCP_Marathon,-2.5190402259753593,0.3795709723235536
62,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,audio_features,2Cd9iWfcOpGDHLz6tVA3G4,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,202627,4,63,237.38561666666666,PCP_Marathon,-1.918133460613116,-0.20095039672684328
63,Mon Amour - Remix,0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,audio_features,5TMLavqGRKNxgzMBrVpC9R,spotify:track:5TMLavqGRKNxgzMBrVpC9R,https://api.spotify.com/v1/tracks/5TMLavqGRKNxgzMBrVpC9R,https://api.spotify.com/v1/audio-analysis/5TMLavqGRKNxgzMBrVpC9R,179940,4,64,240.38461666666666,PCP_Marathon,-0.9246093901498056,-0.1508794820495454
64,The story,0.715,0.745,7,-9.084,0,0.0423,0.12,0.00115,0.206,0.566,124.01,audio_features,7DpJ69eTLPNeJ5y3EPjvzi,spotify:track:7DpJ69eTLPNeJ5y3EPjvzi,https://api.spotify.com/v1/tracks/7DpJ69eTLPNeJ5y3EPjvzi,https://api.spotify.com/v1/audio-analysis/7DpJ69eTLPNeJ5y3EPjvzi,218331,4,65,244.02346666666668,PCP_Marathon,-0.8398246923366511,-0.2223944885748944
65,Gloria,0.775,0.866,9,-3.598,1,0.0295,0.135,0.0376,0.152,0.875,131.338,audio_features,15ob9SMGLWrexuPuyuMjKl,spotify:track:15ob9SMGLWrexuPuyuMjKl,https://api.spotify.com/v1/tracks/15ob9SMGLWrexuPuyuMjKl,https://api.spotify.com/v1/audio-analysis/15ob9SMGLWrexuPuyuMjKl,295067,4,66,248.94125,PCP_Marathon,-2.0498154720828023,-0.7000386106684282
66,Play Hard (feat. Ne-Yo & Akon) - New Edit,0.723,0.87,8,-3.013,0,0.0435,0.035,0.0,0.656,0.678,129.952,audio_features,16Cs9KsHzgunxaEfGrXysG,spotify:track:16Cs9KsHzgunxaEfGrXysG,https://api.spotify.com/v1/tracks/16Cs9KsHzgunxaEfGrXysG,https://api.spotify.com/v1/audio-analysis/16Cs9KsHzgunxaEfGrXysG,208845,4,67,252.422,PCP_Marathon,-2.449076555275241,1.059998315537895
67,Tu Es Foutu,0.787,0.615,11,-10.815,1,0.0975,0.0895,0.0101,0.0799,0.43,130.008,audio_features,0RgUxB0pyyzPm5apCmBnHZ,spotify:track:0RgUxB0pyyzPm5apCmBnHZ,https://api.spotify.com/v1/tracks/0RgUxB0pyyzPm5apCmBnHZ,https://api.spotify.com/v1/audio-analysis/0RgUxB0pyyzPm5apCmBnHZ,123904,4,68,254.48706666666666,PCP_Marathon,-0.4630479377356695,-0.34033064826600823
68,The Final Countdown,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4,69,259.65928333333335,PCP_Marathon,-0.27048397046559325,-0.8425047015447337
69,Tonight Is The Night,0.811,0.739,11,-7.196,0,0.0451,0.00606,8.07e-06,0.397,0.854,133.636,audio_features,48QeTvEsFix8GaYm7dzFaD,spotify:track:48QeTvEsFix8GaYm7dzFaD,https://api.spotify.com/v1/tracks/48QeTvEsFix8GaYm7dzFaD,https://api.spotify.com/v1/audio-analysis/48QeTvEsFix8GaYm7dzFaD,234200,4,70,263.56261666666666,PCP_Marathon,-1.9854828148953576,0.2749326125313302
70,Best Day Of My Life - Gazzo Remix,0.632,0.966,11,-1.562,0,0.0812,0.0121,0.000935,0.253,0.435,124.999,audio_features,1eiXLANaZCSKIfDmwTorg5,spotify:track:1eiXLANaZCSKIfDmwTorg5,https://api.spotify.com/v1/tracks/1eiXLANaZCSKIfDmwTorg5,https://api.spotify.com/v1/audio-analysis/1eiXLANaZCSKIfDmwTorg5,197760,4,71,266.85861666666665,PCP_Marathon,-1.9265781851010881,-0.2603727050327639
71,Played-A-Live (The Bongo Song),0.634,0.97,8,-9.555,0,0.0568,0.0156,0.905,0.351,0.215,138.009,audio_features,2xHN3lv6W2qlHSaoRsL2bL,spotify:track:2xHN3lv6W2qlHSaoRsL2bL,https://api.spotify.com/v1/tracks/2xHN3lv6W2qlHSaoRsL2bL,https://api.spotify.com/v1/audio-analysis/2xHN3lv6W2qlHSaoRsL2bL,405693,4,72,273.62016666666665,PCP_Marathon,-0.05806807531217567,-0.5528468120160656
72,Sandstorm,0.528,0.965,11,-7.984,0,0.0465,0.141,0.985,0.0797,0.587,136.065,audio_features,6Sy9BUbgFse0n0LPA5lwy5,spotify:track:6Sy9BUbgFse0n0LPA5lwy5,https://api.spotify.com/v1/tracks/6Sy9BUbgFse0n0LPA5lwy5,https://api.spotify.com/v1/audio-analysis/6Sy9BUbgFse0n0LPA5lwy5,225493,4,73,277.3783833333333,PCP_Marathon,0.10087988725521455,-1.3941008716103376
73,Requiem For A Tower,0.167,0.653,7,-8.967,0,0.0496,0.331,0.96,0.117,0.193,78.48,audio_features,7KikdALW1qfjJWEOKvQfzP,spotify:track:7KikdALW1qfjJWEOKvQfzP,https://api.spotify.com/v1/tracks/7KikdALW1qfjJWEOKvQfzP,https://api.spotify.com/v1/audio-analysis/7KikdALW1qfjJWEOKvQfzP,249427,4,74,281.5355,PCP_Marathon,2.5044509527466152,-0.0006543794747269625
74,Courtyard Apocalypse,0.137,0.313,1,-17.088,1,0.0386,0.487,0.918,0.111,0.131,97.365,audio_features,5s9J2tSD2NGzr82jW87gw1,spotify:track:5s9J2tSD2NGzr82jW87gw1,https://api.spotify.com/v1/tracks/5s9J2tSD2NGzr82jW87gw1,https://api.spotify.com/v1/audio-analysis/5s9J2tSD2NGzr82jW87gw1,120387,4,75,283.54195,PCP_Marathon,4.188821098259523,0.088422840160768
75,Voldemort's End,0.113,0.219,1,-18.626,1,0.0529,0.641,0.904,0.105,0.0319,93.873,audio_features,1IO6EZbjAf4T5q4nv4oMSQ,spotify:track:1IO6EZbjAf4T5q4nv4oMSQ,https://api.spotify.com/v1/tracks/1IO6EZbjAf4T5q4nv4oMSQ,https://api.spotify.com/v1/audio-analysis/1IO6EZbjAf4T5q4nv4oMSQ,164213,3,76,286.27883333333335,PCP_Marathon,4.851627571240081,0.4649297623928087
76,Strength of a Thousand Men,0.478,0.906,0,-6.781,0,0.0419,0.0962,0.919,0.115,0.59,140.021,audio_features,3GJZLvGXaVszYdSBLMtJFX,spotify:track:3GJZLvGXaVszYdSBLMtJFX,https://api.spotify.com/v1/tracks/3GJZLvGXaVszYdSBLMtJFX,https://api.spotify.com/v1/audio-analysis/3GJZLvGXaVszYdSBLMtJFX,136892,4,77,288.56036666666665,PCP_Marathon,0.03344095643598442,-1.402267288330957
77,"TRON Legacy (End Titles) - From ""TRON: Legacy""/Score",0.43,0.829,1,-9.142,0,0.043,1.62e-05,0.879,0.358,0.0406,101.974,audio_features,0mHayzmzEB485RkUCETcCL,spotify:track:0mHayzmzEB485RkUCETcCL,https://api.spotify.com/v1/tracks/0mHayzmzEB485RkUCETcCL,https://api.spotify.com/v1/audio-analysis/0mHayzmzEB485RkUCETcCL,197827,4,78,291.85748333333333,PCP_Marathon,0.9875635535280479,-0.03079932648277546
78,To Victory,0.443,0.827,1,-11.781,1,0.0469,0.00364,0.836,0.261,0.285,140.014,audio_features,0PQfyDuJBxQhx3NTUsAYiC,spotify:track:0PQfyDuJBxQhx3NTUsAYiC,https://api.spotify.com/v1/tracks/0PQfyDuJBxQhx3NTUsAYiC,https://api.spotify.com/v1/audio-analysis/0PQfyDuJBxQhx3NTUsAYiC,153720,1,79,294.41948333333335,PCP_Marathon,0.8079533363979953,-0.8788275271105442
79,The Avengers,0.25,0.553,7,-8.188,1,0.0429,0.606,0.673,0.145,0.226,118.985,audio_features,5SXsXjVJCWeJuf7FHvgBYR,spotify:track:5SXsXjVJCWeJuf7FHvgBYR,https://api.spotify.com/v1/tracks/5SXsXjVJCWeJuf7FHvgBYR,https://api.spotify.com/v1/audio-analysis/5SXsXjVJCWeJuf7FHvgBYR,123360,4,80,296.47548333333333,PCP_Marathon,2.2049762791107668,-0.17384284752824652
80,Divine Hammer,0.307,0.701,11,-10.546,0,0.0658,0.0307,0.817,0.0953,0.0862,140.131,audio_features,16t3wvIODRjSJQchL432vG,spotify:track:16t3wvIODRjSJQchL432vG,https://api.spotify.com/v1/tracks/16t3wvIODRjSJQchL432vG,https://api.spotify.com/v1/audio-analysis/16t3wvIODRjSJQchL432vG,152218,4,81,299.01245,PCP_Marathon,1.6116958186455586,-1.3636837431260556
81,The Ritual,0.399,0.692,7,-10.19,0,0.0735,0.0509,0.951,0.113,0.0752,170.993,audio_features,3g68Xeeg1mei9te90np4iw,spotify:track:3g68Xeeg1mei9te90np4iw,https://api.spotify.com/v1/tracks/3g68Xeeg1mei9te90np4iw,https://api.spotify.com/v1/audio-analysis/3g68Xeeg1mei9te90np4iw,168869,4,82,301.82693333333333,PCP_Marathon,1.368891205483669,-1.8033150869174208
82,Aqua Vitae,0.25,0.788,0,-7.263,0,0.0574,0.0444,0.919,0.0904,0.0344,129.733,audio_features,7xyTwfEZREkNAajaaAAZRN,spotify:track:7xyTwfEZREkNAajaaAAZRN,https://api.spotify.com/v1/tracks/7xyTwfEZREkNAajaaAAZRN,https://api.spotify.com/v1/audio-analysis/7xyTwfEZREkNAajaaAAZRN,155912,3,83,304.4254666666667,PCP_Marathon,1.495847178528138,-1.426960965742711
